Serial Number,Shape Type,X,Y,Width,Height,Rotation,Frame Color,Fill Color,Is Filled
2110,Rectangle,176.82893398249098,126.96026660208827,5.0,10.0,93.0,#000000,#80FF00,True
2111,Rectangle,171.2986821482507,134.21104122920315,5.0,10.0,139.0,#000000,#80FF00,True
2112,Rectangle,179.0410347161867,135.97367431797113,5.0,5.0,-24.0,#000000,#80FF00,True
2113,Rectangle,80.72632291436287,217.2358132684766,10.0,10.0,-48.144957464697605,#000000,#80FF00,True
2114,Rectangle,88.57540980144734,209.0380270330147,10.0,10.0,-46.13726052413693,#000000,#80FF00,True
2115,Rectangle,97.71062693188617,201.4675501016768,10.0,10.0,-29.124053494777552,#000000,#80FF00,True
2116,Rectangle,107.96823078949046,196.3056962923015,10.0,10.0,-21.991129917177126,#000000,#80FF00,True
2117,Rectangle,119.35028083560849,193.02068933432258,10.0,10.0,-8.912793489694543,#000000,#80FF00,True
2118,Rectangle,131.05462811092616,192.38066857515173,10.0,10.0,-0.740214364650176,#000000,#80FF00,True
2119,Rectangle,143.17709663558503,193.55037787563037,10.0,10.0,13.216326712023076,#000000,#80FF00,True
2120,Rectangle,156.02922223884525,195.72735692876643,10.0,10.0,26.366567746414677,#000000,#80FF00,True
2121,Rectangle,164.08630205012093,206.09964172430637,10.0,10.0,19.520999879126016,#000000,#80FF00,True
2122,Rectangle,133.86336913586473,175.26886662103482,5.0,5.0,-4.0,#000000,#80FF00,True
2123,Rectangle,183.75836425546242,138.87403327755408,10.0,10.0,149.0362434679263,#000000,#80FF00,True
2124,Rectangle,173.3153363183112,144.64146608996157,10.0,10.0,142.7477715051183,#000000,#80FF00,True
2125,Rectangle,164.37253467376638,151.55418761180363,10.0,10.0,136.73570458892857,#000000,#80FF00,True
2126,Rectangle,157.43970508264078,160.58021233342538,10.0,10.0,135.31480880738914,#000000,#80FF00,True
2127,Rectangle,149.08602769008405,168.06183688774354,10.0,10.0,137.66664345024532,#000000,#80FF00,True
2128,Rectangle,141.2838203826119,176.00433266512937,10.0,10.0,135.63761353943588,#000000,#80FF00,True
98,Triangle,138.25839094450265,181.37869395736595,10.0,10.0,-88.0,#000000,#80FF00,True
