Serial_Number,Type,X,Y,Width,Height,Rotation,Frame_Color,Fill_Color,Is_Filled
1317,Small,372.81718604287806,549.7370378946848,10.0,5.0,104.49646835521564,#1d1c21,#1d1c21,True
1313,Small,361.1326405805742,469.0272399374761,10.0,10.0,-16.0,#8b4513,,False
1312,Small,476.5938224206717,316.4607807208615,10.0,10.0,-8.0,#1d1c21,,False
1311,Small,465.1423849850377,318.1657091444747,10.0,10.0,-12.0,#1d1c21,,False
1310,Small,454.3404133275122,320.7240708528358,10.0,10.0,-16.0,#1d1c21,,False
1309,Small,385.5737167671751,369.0305469326547,10.0,10.0,38.0,#1d1c21,,False
1308,Small,392.1993324912888,360.1607710439216,10.0,10.0,42.0,#1d1c21,,False
1307,Small,379.4824248917803,378.220917130619,10.0,10.0,32.0,#1d1c21,,False
1303,Small,545.8902909503888,321.46331232550983,5.0,10.0,107.0,#1d1c21,,False
1302,Small,535.075576252319,318.7596336509926,5.0,10.0,103.0,#1d1c21,,False
1301,Small,524.1928075767763,316.59265187270717,5.0,10.0,105.0,#1d1c21,,False
1300,Small,513.1857362931679,314.6690860173194,5.0,10.0,97.0,#1d1c21,,False
1299,Small,501.9649354700722,313.8141678593692,5.0,10.0,97.0,#1d1c21,,False
1298,Small,490.2120752583724,313.7381271100877,5.0,10.0,89.0,#1d1c21,,False
1297,Small,400.6194756017064,353.3398058525122,5.0,10.0,-43.0,#1d1c21,,False
1296,Small,403.7407012642373,346.6798754479919,10.0,10.0,-44.0,#1d1c21,,False
1295,Small,411.82195920099014,339.6863606528306,10.0,10.0,-42.0,#1d1c21,,False
1294,Small,423.3303692531167,344.3020669601514,10.0,10.0,-38.0,#1d1c21,,False
1293,Small,433.2687928392875,337.99704554526903,10.0,10.0,-28.0,#1d1c21,,False
1291,Small,446.5621345834081,333.6155899857744,5.0,10.0,67.0,#1d1c21,,False
1290,Small,457.1417467880415,329.87532304474246,5.0,10.0,73.0,#1d1c21,,False
1288,Small,467.9350885321624,327.20370380114815,5.0,10.0,77.0,#1d1c21,,False
1286,Small,478.72843027628335,324.9595436365288,5.0,10.0,81.0,#1d1c21,,False
1285,Small,522.6281283398038,325.3173171342209,10.0,10.0,14.0,#1d1c21,,False
1265,Small,387.62064070902386,388.1294342730911,10.0,10.0,114.49835094410793,#1d1c21,,False
1264,Small,392.9059043360745,378.1746646987326,10.0,10.0,117.18708882130929,#1d1c21,,False
1263,Small,399.9480453829081,368.41082004346356,10.0,10.0,126.85518182092946,#1d1c21,,False
1262,Small,407.2418285637003,359.83152203126576,10.0,10.0,133.7403871336418,#1d1c21,,False
1261,Small,415.05817531759794,351.3645128236031,10.0,10.0,138.63365609920163,#1d1c21,,False
1260,Small,420.41855866664383,332.26357369438745,10.0,10.0,147.51717968105496,#1d1c21,,False
1259,Small,431.01543015641704,326.7689503985346,10.0,10.0,162.34006439359354,#1d1c21,,False
1258,Small,442.8967724813144,323.8839359212158,10.0,10.0,165.3835016179851,#1d1c21,,False
1254,Small,487.9993315263387,322.1453887131304,10.0,10.0,-178.55761188623825,#1d1c21,,False
1253,Small,499.5948875916786,322.40779921095833,10.0,10.0,-174.6401484439155,#1d1c21,,False
1252,Small,511.14784141588177,323.4421705134836,10.0,10.0,-172.14444861792947,#1d1c21,,False
1250,Small,534.0413401327489,327.8321609149904,10.0,10.0,-165.67028317259363,#1d1c21,,False
1249,Small,544.6410409273319,331.8528713502731,10.0,10.0,-163.8484477157969,#1d1c21,,False
1248,Small,555.6469516215856,335.5000971738033,10.0,10.0,-161.55568611987604,#1d1c21,,False
1247,Small,566.4673352269615,338.75511069956826,10.0,10.0,-164.11325362447622,#1d1c21,,False
1245,Small,447.0882221370632,342.4890378672244,10.0,10.0,-28.0,#1d1c21,,False
1227,Small,396.8398039674168,400.9600375165747,10.0,10.0,113.53302043473693,#1d1c21,,False
1226,Small,400.68164057557965,390.0662778365962,10.0,10.0,122.53855619859903,#1d1c21,,False
1225,Small,405.3262566213245,379.6774855722308,10.0,10.0,130.39063830745408,#1d1c21,,False
1224,Small,412.4806731514438,371.08736615157966,10.0,10.0,132.99988869284272,#1d1c21,,False
1223,Small,419.84080744509293,362.92557560895204,10.0,10.0,136.33393622317763,#1d1c21,,False
1222,Small,427.95738106821244,354.9767996869823,10.0,10.0,143.1107829364381,#1d1c21,,False
1221,Small,437.32439207360136,347.9241710091596,10.0,10.0,150.87010138679815,#1d1c21,,False
1219,Small,458.0152760587682,338.0000490517603,10.0,10.0,161.99321077502498,#1d1c21,,False
1218,Small,469.05053814150415,335.3648398845957,10.0,10.0,169.46696320718183,#1d1c21,,False
1217,Small,480.57061561174925,333.29202592390664,10.0,10.0,176.5967591196652,#1d1c21,,False
1216,Small,492.0274036572963,333.06206807672663,10.0,10.0,-177.37963717538094,#1d1c21,,False
1215,Small,503.6953108989733,333.6198555694982,10.0,10.0,-173.57622669192327,#1d1c21,,False
1214,Small,515.1773179079285,334.98910184749604,10.0,10.0,-173.57622669192327,#1d1c21,,False
1213,Small,526.3862718389375,337.3762265499556,10.0,10.0,-168.35916578099457,#1d1c21,,False
1212,Small,537.0333689398387,340.6700934338667,10.0,10.0,-163.60028467492438,#1d1c21,,False
1211,Small,547.2817474675724,344.524722302213,10.0,10.0,-162.43471329481991,#1d1c21,,False
1210,Small,558.8049240013352,347.88474897522747,10.0,10.0,-160.8385938920887,#1d1c21,,False
